area,item,year,hg/ha_yield,average_rainfall,presticides_tonnes,avg_temp
Canada,Wheat,2002,18324,537,34226,7.82
Canada,Maize,2004,82410,537,36138,7.02
Canada,Maize,2004,82410,537,36138,8.63
Canada,Maize,2004,82410,537,36138,4.91
Canada,Maize,2004,82410,537,36138,4.46
Canada,Maize,2004,82410,537,36138,6.4
Canada,Maize,2004,82410,537,36138,8.95
Canada,Potatoes,2004,123630,537,36138,7.02
Canada,Potatoes,2004,123630,537,36138,8.63
Canada,Potatoes,2004,123630,537,36138,4.91
Canada,Potatoes,2004,123630,537,36138,4.46
Canada,Potatoes,2004,123630,537,36138,6.4
Canada,Potatoes,2004,123630,537,36138,8.95
Canada,Soybeans,2004,25939,537,36138,7.02
Canada,Soybeans,2004,25939,537,36138,8.63
Canada,Soybeans,2004,25939,537,36138,4.91
Canada,Soybeans,2004,25939,537,36138,4.46
Canada,Soybeans,2004,25939,537,36138,6.4
Canada,Soybeans,2004,25939,537,36138,8.95
Canada,Wheat,2004,26409,537,36138,7.02
Canada,Wheat,2004,26409,537,36138,8.63
Canada,Wheat,2004,26409,537,36138,4.91
Canada,Wheat,2004,26409,537,36138,4.46
Canada,Wheat,2004,26409,537,36138,6.4
Canada,Wheat,2004,26409,537,36138,8.95
Canada,Maize,2005,86035,537,36363,7.89
Canada,Maize,2005,86035,537,36363,9.05
Canada,Maize,2005,86035,537,36363,5.95
Canada,Maize,2005,86035,537,36363,5.53
Canada,Maize,2005,86035,537,36363,7.22
Canada,Maize,2005,86035,537,36363,8.38
Canada,Potatoes,2005,115053,537,36363,7.89
Canada,Potatoes,2005,115053,537,36363,9.05
Canada,Potatoes,2005,115053,537,36363,5.95
Canada,Potatoes,2005,115053,537,36363,5.53
Canada,Potatoes,2005,115053,537,36363,7.22
Canada,Potatoes,2005,115053,537,36363,8.38
Canada,Soybeans,2005,27082,537,36363,7.89
Canada,Soybeans,2005,27082,537,36363,9.05
Canada,Soybeans,2005,27082,537,36363,5.95
Canada,Soybeans,2005,27082,537,36363,5.53
Canada,Soybeans,2005,27082,537,36363,7.22
Canada,Soybeans,2005,27082,537,36363,8.38
Canada,Wheat,2005,27381,537,36363,7.89
Canada,Wheat,2005,27381,537,36363,9.05
Canada,Wheat,2005,27381,537,36363,5.95
Canada,Wheat,2005,27381,537,36363,5.53
Canada,Wheat,2005,27381,537,36363,7.22
Canada,Wheat,2005,27381,537,36363,8.38
Canada,Maize,2006,84737,537,36572.75,8.66
Canada,Maize,2006,84737,537,36572.75,9.83
Canada,Maize,2006,84737,537,36572.75,6.95
Canada,Maize,2006,84737,537,36572.75,6.3
Canada,Maize,2006,84737,537,36572.75,7.85
Canada,Maize,2006,84737,537,36572.75,8.31
Canada,Potatoes,2006,130482,537,36572.75,8.66
Canada,Potatoes,2006,130482,537,36572.75,9.83
Canada,Potatoes,2006,130482,537,36572.75,6.95
Canada,Potatoes,2006,130482,537,36572.75,6.3
Canada,Potatoes,2006,130482,537,36572.75,7.85
Canada,Potatoes,2006,130482,537,36572.75,8.31
Canada,Soybeans,2006,28850,537,36572.75,8.66
Canada,Soybeans,2006,28850,537,36572.75,9.83
Canada,Soybeans,2006,28850,537,36572.75,6.95
Canada,Soybeans,2006,28850,537,36572.75,6.3
Canada,Soybeans,2006,28850,537,36572.75,7.85
Canada,Soybeans,2006,28850,537,36572.75,8.31
Canada,Wheat,2006,26096,537,36572.75,8.66
Canada,Wheat,2006,26096,537,36572.75,9.83
Canada,Wheat,2006,26096,537,36572.75,6.95
Canada,Wheat,2006,26096,537,36572.75,6.3
Canada,Wheat,2006,26096,537,36572.75,7.85
Canada,Wheat,2006,26096,537,36572.75,8.31
Canada,Maize,2007,85108,537,45140.03,7.42
Canada,Maize,2007,85108,537,45140.03,9.14
Canada,Maize,2007,85108,537,45140.03,5.25
Canada,Maize,2007,85108,537,45140.03,4.96
Canada,Maize,2007,85108,537,45140.03,7.07
Canada,Maize,2007,85108,537,45140.03,7.72
Canada,Potatoes,2007,126498,537,45140.03,7.42
Canada,Potatoes,2007,126498,537,45140.03,9.14
Canada,Potatoes,2007,126498,537,45140.03,5.25
Canada,Potatoes,2007,126498,537,45140.03,4.96
Canada,Potatoes,2007,126498,537,45140.03,7.07
Canada,Potatoes,2007,126498,537,45140.03,7.72
Canada,Soybeans,2007,23010,537,45140.03,7.42
Canada,Soybeans,2007,23010,537,45140.03,9.14
Canada,Soybeans,2007,23010,537,45140.03,5.25
Canada,Soybeans,2007,23010,537,45140.03,4.96
Canada,Soybeans,2007,23010,537,45140.03,7.07
Canada,Soybeans,2007,23010,537,45140.03,7.72
Canada,Wheat,2007,23317,537,45140.03,7.42
Canada,Wheat,2007,23317,537,45140.03,9.14
Canada,Wheat,2007,23317,537,45140.03,5.25
Canada,Wheat,2007,23317,537,45140.03,4.96
Canada,Wheat,2007,23317,537,45140.03,7.07
Canada,Wheat,2007,23317,537,45140.03,7.72
Canada,Maize,2008,90623,537,53707.3,7.5
Canada,Maize,2008,90623,537,53707.3,8.61
Canada,Maize,2008,90623,537,53707.3,5.62
Canada,Maize,2008,90623,537,53707.3,5.01
Canada,Maize,2008,90623,537,53707.3,6.58
Canada,Maize,2008,90623,537,53707.3,7.3
Canada,Potatoes,2008,126065,537,53707.3,7.5
Canada,Potatoes,2008,126065,537,53707.3,8.61
Canada,Potatoes,2008,126065,537,53707.3,5.62
Canada,Potatoes,2008,126065,537,53707.3,5.01
Canada,Potatoes,2008,126065,537,53707.3,6.58
Canada,Potatoes,2008,126065,537,53707.3,7.3
Canada,Soybeans,2008,27906,537,53707.3,7.5
Canada,Soybeans,2008,27906,537,53707.3,8.61
Canada,Soybeans,2008,27906,537,53707.3,5.62
Canada,Soybeans,2008,27906,537,53707.3,5.01
Canada,Soybeans,2008,27906,537,53707.3,6.58
Canada,Soybeans,2008,27906,537,53707.3,7.3
Canada,Wheat,2008,28575,537,53707.3,7.5
Canada,Wheat,2008,28575,537,53707.3,8.61
Canada,Wheat,2008,28575,537,53707.3,5.62
Canada,Wheat,2008,28575,537,53707.3,5.01
Canada,Wheat,2008,28575,537,53707.3,6.58
Canada,Wheat,2008,28575,537,53707.3,7.3
Canada,Maize,2009,83723,537,54529.4,7.12
Canada,Maize,2009,83723,537,54529.4,8.38
Canada,Maize,2009,83723,537,54529.4,5.27
Canada,Maize,2009,83723,537,54529.4,4.71
Canada,Maize,2009,83723,537,54529.4,6.28
Canada,Maize,2009,83723,537,54529.4,7.8
Canada,Potatoes,2009,127453,537,54529.4,7.12
Canada,Potatoes,2009,127453,537,54529.4,8.38
Canada,Potatoes,2009,127453,537,54529.4,5.27
Canada,Potatoes,2009,127453,537,54529.4,4.71
Canada,Potatoes,2009,127453,537,54529.4,6.28
Canada,Potatoes,2009,127453,537,54529.4,7.8
Canada,Soybeans,2009,25371,537,54529.4,7.12
Canada,Soybeans,2009,25371,537,54529.4,8.38
Canada,Soybeans,2009,25371,537,54529.4,5.27
Canada,Soybeans,2009,25371,537,54529.4,4.71
Canada,Soybeans,2009,25371,537,54529.4,6.28
Canada,Soybeans,2009,25371,537,54529.4,7.8
Canada,Wheat,2009,27897,537,54529.4,7.12
Canada,Wheat,2009,27897,537,54529.4,8.38
Canada,Wheat,2009,27897,537,54529.4,5.27
Canada,Wheat,2009,27897,537,54529.4,4.71
Canada,Wheat,2009,27897,537,54529.4,6.28
Canada,Wheat,2009,27897,537,54529.4,7.8
Canada,Maize,2010,97385,537,61050,8.64
Canada,Maize,2010,97385,537,61050,9.47
Canada,Maize,2010,97385,537,61050,7.11
Canada,Maize,2010,97385,537,61050,6.73
Canada,Maize,2010,97385,537,61050,7.77
Canada,Maize,2010,97385,537,61050,8.33
Canada,Potatoes,2010,128373,537,61050,8.64
Canada,Potatoes,2010,128373,537,61050,9.47
Canada,Potatoes,2010,128373,537,61050,7.11
Canada,Potatoes,2010,128373,537,61050,6.73
Canada,Potatoes,2010,128373,537,61050,7.77
Canada,Potatoes,2010,128373,537,61050,8.33
Canada,Soybeans,2010,29515,537,61050,8.64
Canada,Soybeans,2010,29515,537,61050,9.47
Canada,Soybeans,2010,29515,537,61050,7.11
Canada,Soybeans,2010,29515,537,61050,6.73
Canada,Soybeans,2010,29515,537,61050,7.77
Canada,Soybeans,2010,29515,537,61050,8.33
Canada,Wheat,2010,28085,537,61050,8.64
Canada,Wheat,2010,28085,537,61050,9.47
Canada,Wheat,2010,28085,537,61050,7.11
Canada,Wheat,2010,28085,537,61050,6.73
Canada,Wheat,2010,28085,537,61050,7.77
Canada,Wheat,2010,28085,537,61050,8.33
Canada,Maize,2011,88946,537,62107.2,8.34
Canada,Maize,2011,88946,537,62107.2,9.32
Canada,Maize,2011,88946,537,62107.2,6.52
Canada,Maize,2011,88946,537,62107.2,6.14
Canada,Maize,2011,88946,537,62107.2,7.3
Canada,Maize,2011,88946,537,62107.2,7.21
Canada,Potatoes,2011,120376,537,62107.2,8.34
Canada,Potatoes,2011,120376,537,62107.2,9.32
Canada,Potatoes,2011,120376,537,62107.2,6.52
Canada,Potatoes,2011,120376,537,62107.2,6.14
Canada,Potatoes,2011,120376,537,62107.2,7.3
Canada,Potatoes,2011,120376,537,62107.2,7.21
Canada,Soybeans,2011,28738,537,62107.2,8.34
Canada,Soybeans,2011,28738,537,62107.2,9.32
Canada,Soybeans,2011,28738,537,62107.2,6.52
Canada,Soybeans,2011,28738,537,62107.2,6.14
Canada,Soybeans,2011,28738,537,62107.2,7.3
Canada,Soybeans,2011,28738,537,62107.2,7.21
Canada,Wheat,2011,29568,537,62107.2,8.34
Canada,Wheat,2011,29568,537,62107.2,9.32
Canada,Wheat,2011,29568,537,62107.2,6.52
Canada,Wheat,2011,29568,537,62107.2,6.14
Canada,Wheat,2011,29568,537,62107.2,7.3
Canada,Wheat,2011,29568,537,62107.2,7.21
Canada,Maize,2012,92109,537,73508.9,9.24
Canada,Maize,2012,92109,537,73508.9,10.51
Canada,Maize,2012,92109,537,73508.9,7.09
Canada,Maize,2012,92109,537,73508.9,6.59
Canada,Maize,2012,92109,537,73508.9,8.66
Canada,Maize,2012,92109,537,73508.9,7.85
Canada,Potatoes,2012,124735,537,73508.9,9.24
Canada,Potatoes,2012,124735,537,73508.9,10.51
Canada,Potatoes,2012,124735,537,73508.9,7.09
Canada,Potatoes,2012,124735,537,73508.9,6.59
Canada,Potatoes,2012,124735,537,73508.9,8.66
Canada,Potatoes,2012,124735,537,73508.9,7.85
Canada,Soybeans,2012,30294,537,73508.9,9.24
Canada,Soybeans,2012,30294,537,73508.9,10.51
Canada,Soybeans,2012,30294,537,73508.9,7.09
Canada,Soybeans,2012,30294,537,73508.9,6.59
Canada,Soybeans,2012,30294,537,73508.9,8.66
Canada,Soybeans,2012,30294,537,73508.9,7.85
Canada,Wheat,2012,28645,537,73508.9,9.24
Canada,Wheat,2012,28645,537,73508.9,10.51
Canada,Wheat,2012,28645,537,73508.9,7.09
Canada,Wheat,2012,28645,537,73508.9,6.59
Canada,Wheat,2012,28645,537,73508.9,8.66
Canada,Wheat,2012,28645,537,73508.9,7.85
Canada,Maize,2013,95878,537,81659.8,9.19
Canada,Maize,2013,95878,537,81659.8,10.11
Canada,Maize,2013,95878,537,81659.8,7.86
Canada,Maize,2013,95878,537,81659.8,7.08
Canada,Maize,2013,95878,537,81659.8,8.46
Canada,Maize,2013,95878,537,81659.8,9.85
Canada,Potatoes,2013,132270,537,81659.8,9.19
Canada,Potatoes,2013,132270,537,81659.8,10.11
Canada,Potatoes,2013,132270,537,81659.8,7.86
Canada,Potatoes,2013,132270,537,81659.8,7.08
Canada,Potatoes,2013,132270,537,81659.8,8.46
Canada,Potatoes,2013,132270,537,81659.8,9.85
Canada,Soybeans,2013,28810,537,81659.8,9.19
Canada,Soybeans,2013,28810,537,81659.8,10.11
Canada,Soybeans,2013,28810,537,81659.8,7.86
Canada,Soybeans,2013,28810,537,81659.8,7.08
Canada,Soybeans,2013,28810,537,81659.8,8.46
Canada,Soybeans,2013,28810,537,81659.8,9.85
Canada,Wheat,2013,35943,537,81659.8,9.19
Canada,Wheat,2013,35943,537,81659.8,10.11
Canada,Wheat,2013,35943,537,81659.8,7.86
Canada,Wheat,2013,35943,537,81659.8,7.08
Canada,Wheat,2013,35943,537,81659.8,8.46
Canada,Wheat,2013,35943,537,81659.8,9.85
Central African Republic,Cassava,1990,28432,1342,0.04,25.42
Central African Republic,Maize,1990,7324,1342,0.04,25.42
Central African Republic,Plantains and others,1990,26154,1342,0.04,25.42
Central African Republic,Potatoes,1990,24509,1342,0.04,25.42
Central African Republic,"Rice, paddy",1990,16729,1342,0.04,25.42
Central African Republic,Sorghum,1990,7772,1342,0.04,25.42
Central African Republic,Yams,1990,65714,1342,0.04,25.42
Central African Republic,Cassava,1991,33604,1342,0.04,25.45
Central African Republic,Maize,1991,8149,1342,0.04,25.45
Central African Republic,Plantains and others,1991,26576,1342,0.04,25.45
Central African Republic,Potatoes,1991,25714,1342,0.04,25.45
Central African Republic,"Rice, paddy",1991,13375,1342,0.04,25.45
Central African Republic,Sorghum,1991,10088,1342,0.04,25.45
Central African Republic,Yams,1991,66582,1342,0.04,25.45
Central African Republic,Cassava,1992,34473,1342,0.04,24.81
Central African Republic,Maize,1992,9038,1342,0.04,24.81
Central African Republic,Plantains and others,1992,26667,1342,0.04,24.81
Central African Republic,Potatoes,1992,25813,1342,0.04,24.81
Central African Republic,"Rice, paddy",1992,14516,1342,0.04,24.81
Central African Republic,Sorghum,1992,12618,1342,0.04,24.81
Central African Republic,Yams,1992,68421,1342,0.04,24.81
Central African Republic,Cassava,1993,34472,1342,0.25,25.14
Central African Republic,Maize,1993,9038,1342,0.25,25.14
Central African Republic,Plantains and others,1993,26987,1342,0.25,25.14
Central African Republic,Potatoes,1993,25833,1342,0.25,25.14
Central African Republic,"Rice, paddy",1993,14514,1342,0.25,25.14
Central African Republic,Sorghum,1993,11576,1342,0.25,25.14
Central African Republic,Yams,1993,67058,1342,0.25,25.14
Central African Republic,Cassava,1994,30988,1342,2.16,25.39
Central African Republic,Maize,1994,8500,1342,2.16,25.39
Central African Republic,Plantains and others,1994,27143,1342,2.16,25.39
Central African Republic,Potatoes,1994,25785,1342,2.16,25.39
Central African Republic,"Rice, paddy",1994,13201,1342,2.16,25.39
Central African Republic,Sorghum,1994,8020,1342,2.16,25.39
Central African Republic,Yams,1994,66667,1342,2.16,25.39
Central African Republic,Cassava,1995,28918,1342,22.87,25.5
Central African Republic,Maize,1995,8500,1342,22.87,25.5
Central African Republic,Plantains and others,1995,27448,1342,22.87,25.5
Central African Republic,Potatoes,1995,25725,1342,22.87,25.5
Central African Republic,"Rice, paddy",1995,15214,1342,22.87,25.5
Central African Republic,Sorghum,1995,7343,1342,22.87,25.5
Central African Republic,Yams,1995,66667,1342,22.87,25.5
Central African Republic,Cassava,1996,29228,1342,22.87,25.32
Central African Republic,Maize,1996,8500,1342,22.87,25.32
Central African Republic,Plantains and others,1996,27693,1342,22.87,25.32
Central African Republic,Potatoes,1996,25676,1342,22.87,25.32
Central African Republic,"Rice, paddy",1996,13200,1342,22.87,25.32
Central African Republic,Sorghum,1996,7835,1342,22.87,25.32
Central African Republic,Yams,1996,66038,1342,22.87,25.32
Central African Republic,Cassava,1997,30458,1342,22.87,25.69
Central African Republic,Maize,1997,9178,1342,22.87,25.69
Central African Republic,Plantains and others,1997,27931,1342,22.87,25.69
Central African Republic,Potatoes,1997,25549,1342,22.87,25.69
Central African Republic,"Rice, paddy",1997,14167,1342,22.87,25.69
Central African Republic,Sorghum,1997,8424,1342,22.87,25.69
Central African Republic,Yams,1997,66667,1342,22.87,25.69
Central African Republic,Cassava,1998,30380,1342,22.87,25.96
Central African Republic,Maize,1998,9799,1342,22.87,25.96
Central African Republic,Plantains and others,1998,28276,1342,22.87,25.96
Central African Republic,Potatoes,1998,25526,1342,22.87,25.96
Central African Republic,"Rice, paddy",1998,14231,1342,22.87,25.96
Central African Republic,Sorghum,1998,8452,1342,22.87,25.96
Central African Republic,Yams,1998,67151,1342,22.87,25.96
Central African Republic,Cassava,1999,29421,1342,22.87,25.05
Central African Republic,Maize,1999,10556,1342,22.87,25.05
Central African Republic,Plantains and others,1999,28381,1342,22.87,25.05
Central African Republic,Potatoes,1999,25434,1342,22.87,25.05
Central African Republic,"Rice, paddy",1999,15000,1342,22.87,25.05
Central African Republic,Sorghum,1999,7660,1342,22.87,25.05
Central African Republic,Yams,1999,67925,1342,22.87,25.05
Central African Republic,Cassava,2000,29839,1342,22.87,25.4
Central African Republic,Maize,2000,10600,1342,22.87,25.4
Central African Republic,Plantains and others,2000,28575,1342,22.87,25.4
Central African Republic,Potatoes,2000,25641,1342,22.87,25.4
Central African Republic,"Rice, paddy",2000,14903,1342,22.87,25.4
Central African Republic,Sorghum,2000,6967,1342,22.87,25.4
Central African Republic,Yams,2000,67857,1342,22.87,25.4
Central African Republic,Cassava,2001,30383,1342,22.87,25.28
Central African Republic,Maize,2001,10700,1342,22.87,25.28
Central African Republic,Plantains and others,2001,28770,1342,22.87,25.28
Central African Republic,Potatoes,2001,24792,1342,22.87,25.28
Central African Republic,"Rice, paddy",2001,14882,1342,22.87,25.28
Central African Republic,Sorghum,2001,8048,1342,22.87,25.28
Central African Republic,Yams,2001,67585,1342,22.87,25.28
Central African Republic,Cassava,2002,30614,1342,22.87,25.44
Central African Republic,Maize,2002,9826,1342,22.87,25.44
Central African Republic,Plantains and others,2002,29286,1342,22.87,25.44
Central African Republic,Potatoes,2002,24109,1342,22.87,25.44
Central African Republic,"Rice, paddy",2002,14891,1342,22.87,25.44
Central African Republic,Sorghum,2002,10322,1342,22.87,25.44
Central African Republic,Yams,2002,67308,1342,22.87,25.44
Central African Republic,Cassava,2004,29768,1342,22.87,25.67
Central African Republic,Maize,2004,9615,1342,22.87,25.67
Central African Republic,Plantains and others,2004,29096,1342,22.87,25.67
Central African Republic,Potatoes,2004,20308,1342,22.87,25.67
Central African Republic,"Rice, paddy",2004,19938,1342,22.87,25.67
Central African Republic,Sorghum,2004,8288,1342,22.87,25.67
Central African Republic,Yams,2004,67308,1342,22.87,25.67
Central African Republic,Cassava,2005,29771,1342,22.87,25.92
Central African Republic,Maize,2005,9034,1342,22.87,25.92
Central African Republic,Plantains and others,2005,28929,1342,22.87,25.92
Central African Republic,Potatoes,2005,18862,1342,22.87,25.92
Central African Republic,"Rice, paddy",2005,20087,1342,22.87,25.92
Central African Republic,Sorghum,2005,8998,1342,22.87,25.92
Central African Republic,Yams,2005,68693,1342,22.87,25.92
Central African Republic,Cassava,2006,29789,1342,22.87,25.85
Central African Republic,Maize,2006,9010,1342,22.87,25.85
Central African Republic,Plantains and others,2006,28962,1342,22.87,25.85
Central African Republic,Potatoes,2006,15360,1342,22.87,25.85
Central African Republic,"Rice, paddy",2006,16000,1342,22.87,25.85
Central African Republic,Sorghum,2006,9517,1342,22.87,25.85
Central African Republic,Yams,2006,68519,1342,22.87,25.85
Central African Republic,Cassava,2007,30000,1342,22.87,25.88
Central African Republic,Maize,2007,8500,1342,22.87,25.88
Central African Republic,Plantains and others,2007,29078,1342,22.87,25.88
Central African Republic,Potatoes,2007,14295,1342,22.87,25.88
Central African Republic,"Rice, paddy",2007,15000,1342,22.87,25.88
Central African Republic,Sorghum,2007,10000,1342,22.87,25.88
Central African Republic,Yams,2007,71650,1342,22.87,25.88
Central African Republic,Cassava,2008,30000,1342,22.87,25.76
Central African Republic,Maize,2008,8500,1342,22.87,25.76
Central African Republic,Plantains and others,2008,29052,1342,22.87,25.76
Central African Republic,Potatoes,2008,13425,1342,22.87,25.76
Central African Republic,"Rice, paddy",2008,15000,1342,22.87,25.76
Central African Republic,Sorghum,2008,10000,1342,22.87,25.76
Central African Republic,Yams,2008,73831,1342,22.87,25.76
Central African Republic,Cassava,2009,30000,1342,22.87,26.17
Central African Republic,Maize,2009,8500,1342,22.87,26.17
Central African Republic,Plantains and others,2009,29310,1342,22.87,26.17
Central African Republic,Potatoes,2009,12657,1342,22.87,26.17
Central African Republic,"Rice, paddy",2009,15000,1342,22.87,26.17
Central African Republic,Sorghum,2009,10000,1342,22.87,26.17
Central African Republic,Yams,2009,75844,1342,22.87,26.17
Central African Republic,Cassava,2010,28175,1342,22.87,26.06
Central African Republic,Maize,2010,16148,1342,22.87,26.06
Central African Republic,Plantains and others,2010,29333,1342,22.87,26.06
Central African Republic,Potatoes,2010,11650,1342,22.87,26.06
Central African Republic,"Rice, paddy",2010,23353,1342,22.87,26.06
Central African Republic,Sorghum,2010,9269,1342,22.87,26.06
Central African Republic,Yams,2010,79091,1342,22.87,26.06
Central African Republic,Cassava,2011,28132,1342,22.87,25.23
Central African Republic,Maize,2011,16804,1342,22.87,25.23
Central African Republic,Plantains and others,2011,28475,1342,22.87,25.23
Central African Republic,Potatoes,2011,11574,1342,22.87,25.23
Central African Republic,"Rice, paddy",2011,16000,1342,22.87,25.23
Central African Republic,Sorghum,2011,11707,1342,22.87,25.23
Central African Republic,Yams,2011,78326,1342,22.87,25.23
Central African Republic,Cassava,2012,28132,1342,22.87,25.28
Central African Republic,Maize,2012,17505,1342,22.87,25.28
Central African Republic,Plantains and others,2012,28333,1342,22.87,25.28
Central African Republic,Potatoes,2012,11818,1342,22.87,25.28
Central African Republic,"Rice, paddy",2012,30000,1342,22.87,25.28
Central African Republic,Sorghum,2012,11707,1342,22.87,25.28
Central African Republic,Yams,2012,79310,1342,22.87,25.28
Central African Republic,Cassava,2013,28375,1342,22.87,25.69
Central African Republic,Maize,2013,12446,1342,22.87,25.69
Central African Republic,Plantains and others,2013,28626,1342,22.87,25.69
Central African Republic,Potatoes,2013,11818,1342,22.87,25.69
Central African Republic,"Rice, paddy",2013,18665,1342,22.87,25.69
Central African Republic,Sorghum,2013,10529,1342,22.87,25.69
Central African Republic,Yams,2013,78333,1342,22.87,25.69
Chile,Maize,1990,81395,1522,15373,12.88
Chile,Maize,1990,81395,1522,15373,6.11
Chile,Potatoes,1990,150300,1522,15373,12.88
Chile,Potatoes,1990,150300,1522,15373,6.11
Chile,"Rice, paddy",1990,41734,1522,15373,12.88
Chile,"Rice, paddy",1990,41734,1522,15373,6.11
Chile,Sweet potatoes,1990,74784,1522,15373,12.88
Chile,Sweet potatoes,1990,74784,1522,15373,6.11
Chile,Wheat,1990,29481,1522,15373,12.88
Chile,Wheat,1990,29481,1522,15373,6.11
Chile,Maize,1991,83916,1522,15373,13
Chile,Maize,1991,83916,1522,15373,6.37
Chile,Potatoes,1991,142245,1522,15373,13
Chile,Potatoes,1991,142245,1522,15373,6.37
Chile,"Rice, paddy",1991,39366,1522,15373,13
Chile,"Rice, paddy",1991,39366,1522,15373,6.37
Chile,Sweet potatoes,1991,58268,1522,15373,13
Chile,Sweet potatoes,1991,58268,1522,15373,6.37
Chile,Wheat,1991,34057,1522,15373,13
Chile,Wheat,1991,34057,1522,15373,6.37
Chile,Maize,1992,84884,1522,15373,12.93
Chile,Maize,1992,84884,1522,15373,5.97
Chile,Potatoes,1992,164033,1522,15373,12.93
Chile,Potatoes,1992,164033,1522,15373,5.97
Chile,"Rice, paddy",1992,42044,1522,15373,12.93
Chile,"Rice, paddy",1992,42044,1522,15373,5.97
Chile,Sweet potatoes,1992,59400,1522,15373,12.93
Chile,Sweet potatoes,1992,59400,1522,15373,5.97
Chile,Wheat,1992,33787,1522,15373,12.93
Chile,Wheat,1992,33787,1522,15373,5.97
Chile,Maize,1993,84890,1522,15373,13.26
Chile,Maize,1993,84890,1522,15373,6.16
Chile,Potatoes,1993,145947,1522,15373,13.26
Chile,Potatoes,1993,145947,1522,15373,6.16
Chile,"Rice, paddy",1993,44921,1522,15373,13.26
Chile,"Rice, paddy",1993,44921,1522,15373,6.16
Chile,Sweet potatoes,1993,60532,1522,15373,13.26
Chile,Sweet potatoes,1993,60532,1522,15373,6.16
Chile,Wheat,1993,33500,1522,15373,13.26
Chile,Wheat,1993,33500,1522,15373,6.16
